SiteID,OrgTypeIDParent,OrgTypeId,OrgTypeName,BuildingID,FloorID,RoomID,RoomName,Remarks,RoomArea,ChargeBackAssignment,OccLoad
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1329,Copy Room,Copy Room,68,Assignable,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1330,Open Office,,587,Assignable,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1331,Office,OFFICE,127,Assignable,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1333,Office,OFFICE,109,Assignable,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1335,Office,,195,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1337,Conference Room,Conference Room,430,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1339,Copy Room,,109,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1341,Pantry,,99,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1343,Office,,160,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1345,Office,,133,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1347,Office,,109,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1348,Retail Store,,1282,Assignable,
Westchester,SOE,CC_80006,SOE Private Catholic Teacher Prep,UNH,01,1349,Open Office,,389,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1350,Storage Room,Storage,218,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1352,Storage Room,,57,Assignable,
Westchester,Presidents_Division,CC_15000,Office of Internal Audit,UNH,01,1353,Open Office,Office,311,Assignable,
Westchester,Presidents_Division,CC_15000,Office of Internal Audit,UNH,01,1354,Office,Office,105,Assignable,
Westchester,,,,UNH,01,1355,Office,Office,98,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1401,Classroom,,715,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1402,Classroom,,708,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1403,Classroom, Classroom,726,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1404,Classroom,,670,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1405,Classroom,,672,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1500,Lobby,,253,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1501,Office,,102,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1502,Office,,103,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1503,Office,OFFICE,113,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1504,Office,,137,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1505,Office,,143,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1506,Office,,142,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1508,Office,,150,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1509,Office,,155,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1510,Pantry,,224,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1511,Office,OFFICE,152,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1512,Office,,151,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1513,Lab,,128,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1514,Conference Room,Conference Room,347,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1515,Office,OFFICE,132,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1516,Office,OFFICE,136,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1517,Office,OFFICE,153,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1518,Office,OFFICE,133,Assignable,
Westchester,SOE,CC_80008,Specialized Programs in Professional Psychology,UNH,01,1519,Office,OFFICE,134,Assignable,
Westchester,,,,UNH,01,1600,Lobby,Lobby,699,Common,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1610,Kitchen,Dish Washing,505,Assignable,
Westchester,,,,UNH,01,1620,Tel/Data, TEL/DATA,81,Common,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1640,Dining ,ROSKI DINING,5026,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1641,Dining , DINING,492,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1645,Storage Room,Storage,115,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1647,Cooler,Cooler,167,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1700,Dining , CAFETERIA,5071,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1712,Office, Store,148,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,01,1718,Lactation Room,,71,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,01,1720,Office,OFFICE,72,Assignable,
Westchester,Presidents_Division,CC_11003,"Office of Diversity, Equity and Inclusion (ODEI)",UNH,01,1722,Office,OFFICE,72,Assignable,
Westchester,,,,UNH,01,1724,Office,Office,74,Assignable,
Westchester,Administration,CC_60003,Parking and Transportation,UNH,01,1726,Office,Office,110,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1728,Storage Room,Office,113,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1750,Kitchen, KITCHEN,2149,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1752,Cooler,Cooler,316,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1754,Storage Room,Storage,138,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1756,Kitchen,Dish Washing,151,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1758,Storage Room,Storage,247,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1760,Open Office,Reception,606,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1761,Office,OFFICE,166,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1763,Office,OFFICE,172,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1764,Office,OFFICE,141,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1765,Office,OFFICE,139,Assignable,
Westchester,Administration,CC_60003,Parking and Transportation,UNH,01,1766,Office,Office,105,Assignable,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1767,Dining ,CRIMSON LION,1621,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1768,Office,SCHEDULING OFFICE,483,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1770,Office Student Worker,SCHEDULING Office,140,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1775,Classroom,EXEC. CONF.,939,Assignable,
Westchester,,,,UNH,01,1780,Lobby,Lobby,1072,Common,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1840,Open Office,RECEPTION,473,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1843,Storage Room,Table & chair storage,151,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1844,Office,Office,131,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1845,Office,Office,129,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1846,Office,Office,163,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1848,Office,,170,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1850,Office,Office,135,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1852,Office,Office,221,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1853,Storage Room,,130,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1854,Office,Office,168,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1856,Office,File Room,145,Assignable,
Westchester,Administration,CC_60012,Conference Services (Auxiliary),UNH,01,1857,Conference Room,Meeting Room,2012,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1858,Classroom, Classroom,961,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1859,Classroom,LMU EXT Classroom at night,803,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1860,Storage Room,Lactation Room,131,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1861,Conference Room,Copy/Storage,304,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1861,Conference Room,Copy/Storage,304,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_21019,Institutional Research and Decision Support,UNH,01,1861,Conference Room,Copy/Storage,304,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1862,Storage Room,Storage,103,Assignable,
Westchester,,,,UNH,01,1863,Open Office,RECEPTION,1333,Assignable,
Westchester,,,,UNH,01,1864,Storage Room,Conference Room,167,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_11002,Office of the Provost,UNH,01,1865,Office,Office,323,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1866,Classroom, LMU Extension Classroom in evenings,979,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1868,Storage Room,Office,131,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1869,Office,Office,156,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1870,Office,Office,122,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1871,Office,Office,156,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1872,Office,Office,131,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1873,Office,Office,156,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1874,Office,Office,132,Assignable,
Westchester,Administration,CC_66011,Office of the Chief Administrative Officer,UNH,01,1875,Office,Office,156,Assignable,
Westchester,,,,UNH,01,1876,Office,,148,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_21019,Institutional Research and Decision Support,UNH,01,1877,Office,Office,173,Assignable,
Westchester,,,,UNH,01,1878,Office,Conference Room,150,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_21019,Institutional Research and Decision Support,UNH,01,1879,Office,Office,310,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1882,Open Office,RECEPTION,248,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1884,Office,Office,229,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1886,Office,Office,174,Assignable,
Westchester,,,,UNH,01,1887,Corridor,RECEPTION,190,Common,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1888,Copy Room,Copy/Storage,245,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1900,Lobby,RECEPTION,573,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1901,Training Room,Training Room,841,Assignable,
Westchester,Administration,CC_60010,Campus  Safety,UNH,01,1904,Office,PUBLIC SAFETY,304,Assignable,
Westchester,,,,UNH,01,1905,Restroom Women,Women's Restroom,217,Common,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1906,Office,,80,Assignable,
Westchester,,,,UNH,01,1907,Restroom Men,Men's Rest Room,217,Common,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1908,Office Consultant,Office,99,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1910,Office,Office,160,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1912,Office,Office,168,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1914,Office,Office,163,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1943,Open Office,Corridor,205,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1944,Pantry, KITCHEN,462,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1945,Office,Office,149,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1947,Office,Office,148,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1949,Office,Office,148,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1950,Office,Office,118,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1951,Office,Office,141,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1953,Office,Office,159,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1955,Office,,167,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1956,Office,Office,100,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1957,Office,,166,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1958,Office,Office,75,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1959,Conference Room,Conference Room,168,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1960,Open Office,Corridor,867,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1961,Office,Office,303,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1963,Storage Room,File Room,370,Assignable,
Westchester,,,,UNH,01,1980,Stairs,Stairs,564,Vertical,
Westchester,Administration,CC_60008,Auxiliary Business Management,UNH,01,1982,Dining ,Coffee/Dining,848,Assignable,
Westchester,,,,UNH,01,1000CR,Corridor,Corridor,539,Common,
Westchester,,,,UNH,01,1001V,Vestibule,,96,Common,
Westchester,,,,UNH,01,1010LB,Lobby,,757,Common,
Westchester,,,,UNH,01,1100CR,Corridor,,408,Common,
Westchester,,,,UNH,01,1111CR,Corridor,,456,Common,
Westchester,,,,UNH,01,1111V,Vestibule,Rated ELEV Vest,55,Common,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1300A,WS,,99,Assignable,
Westchester,,,,UNH,01,1301CR,Corridor,,186,Common,
Westchester,,,,UNH,01,1321TD,Tel/Data, TEL/DATA,260,Common,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1330A,WS,,85,Assignable,
Westchester,SOE,CC_80009,SOE Center for Equity for English,UNH,01,1330B,WS,,75,Assignable,
Westchester,,,,UNH,01,1351TD,Tel/Data, TEL/DATA,117,Common,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,01,1404A,Storage Room,Storage,169,Assignable,
Westchester,,,,UNH,01,1504CR,Corridor,Corridor,269,Common,
Westchester,,,,UNH,01,1507TD,Tel/Data,,176,Common,
Westchester,,,,UNH,01,1514CR,Corridor,Office,383,Common,
Westchester,,,,UNH,01,1600CR,Corridor,,600,Common,
Westchester,,,,UNH,01,1600V,Vestibule,Vestibule,75,Common,
Westchester,,,,UNH,01,1714MR,Restroom Men,Men's Rest Room,240,Common,
Westchester,,,,UNH,01,1716WR,Restroom Women,Women's Restroom,159,Common,
Westchester,,,,UNH,01,1750A,Freezer,,122,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1760A,Office,OFFICE,153,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1760B,Office,OFFICE,153,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1760C,Office,OFFICE,153,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1760D,Office,OFFICE,157,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1762A,Conference Room,Conference Room,247,Assignable,
Westchester,SOE,CC_80003,SOE Center for Catholic Education,UNH,01,1762B,Pantry,Kitchen,129,Assignable,
Westchester,Administration,CC_60003,Parking and Transportation,UNH,01,1766A,Office,Office,114,Assignable,
Westchester,Administration,CC_60003,Parking and Transportation,UNH,01,1768V,Vestibule,SCHEDULING Vestibule,79,Assignable,
Westchester,,,,UNH,01,1772CR,Corridor,Corridor,1049,Common,
Westchester,,,,UNH,01,1772CU,Custodial,Custodian Storage,48,Common,
Westchester,,,,UNH,01,1774TD,Tel/Data, TEL/DATA,62,Common,
Westchester,,,,UNH,01,1800CR,Corridor,Corridor,1229,Common,
Westchester,,,,UNH,01,1803MR,Restroom Men,Men's Rest Room,212,Common,
Westchester,,,,UNH,01,1805CR,Corridor,Corridor,114,Common,
Westchester,,,,UNH,01,1805WR,Restroom Women,Women's Restroom,182,Common,
Westchester,,,,UNH,01,1807TD,Tel/Data, TEL/DATA,63,Common,
Westchester,,,,UNH,01,1807V,Vestibule,Vestibule,54,Common,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1842A,WS,,91,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_27001,LMU Extension,UNH,01,1842B,WS,,61,Assignable,
Westchester,,,,UNH,01,1842CR,Corridor,Reception,141,Common,
Westchester,,,,UNH,01,1845CR,Corridor,Office,1030,Common,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1880LB,Lobby,Lobby,165,Assignable,
Westchester,,,,UNH,01,1881TD,Tel/Data, TEL/DATA,158,Common,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1882A,WS,,75,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1882B,WS,,62,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1882C,WS,,58,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1885A,WS,,64,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1885B,WS,,64,Assignable,
Westchester,Finance,CC_31001,Treasury Office,UNH,01,1885C,WS,,64,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1900A,WS,,56,Assignable,
Westchester,,,,UNH,01,1902LB,Lobby,Lobby,948,Common,
Westchester,,,,UNH,01,1909CU,Custodial,Custodian Storage,47,Common,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1942A,WS,,89,Assignable,
Westchester,,,,UNH,01,1944CR,Corridor,Corridor,351,Common,
Westchester,,,,UNH,01,1951CR,Corridor,CORRIDOR,200,Common,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1952A,WS,,83,Assignable,
Westchester,,,,UNH,01,1954ME,Mechanical Room,Mechanical,125,Common,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1962A,WS,,68,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1962B,WS,,66,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1962C,WS,,44,Assignable,
Westchester,Administration,CC_60005,Human Resources,UNH,01,1964A,WS,,43,Assignable,
Westchester,,,,UNH,01,1D320,Restroom Women,Women's Restroom,291,Common,
Westchester,,,,UNH,01,1D335,Restroom Men,Men's Rest Room,310,Common,
Westchester,,,,UNH,01,1ELV1,Elevator, ELEV,97,Vertical,
Westchester,,,,UNH,01,1ELV2,Elevator, ELEV,77,Vertical,
Westchester,,,,UNH,01,1ELV3,Elevator, ELEV,68,Vertical,
Westchester,,,,UNH,01,1ELV4,Elevator, ELEV,78,Vertical,
Westchester,,,,UNH,01,1ELV5,Elevator, ELEV,66,Vertical,
Westchester,,,,UNH,01,1ELV6,Elevator, ELEV,76,Vertical,
Westchester,,,,UNH,01,1ELV7,Elevator, ELEV,79,Vertical,
Westchester,,,,UNH,01,1ELV8,Elevator, ELEV,67,Vertical,
Westchester,,,,UNH,01,1ELV9,Elevator, ELEV,85,Vertical,
Westchester,,,,UNH,01,1ETA,Evacuation Tunnel,,1689,Common,
Westchester,,,,UNH,01,1ETB,Evacuation Tunnel,,3766,Common,
Westchester,,,,UNH,01,1ETD,Evacuation Tunnel,,3290,Common,
Westchester,,,,UNH,01,1ST09,Stairs,,231,Vertical,
Westchester,,,,UNH,01,1ST1,Stairs,Stairs,136,Vertical,
Westchester,,,,UNH,01,1ST10,Stairs,,231,Vertical,
Westchester,,,,UNH,01,1ST2A,Stairs,Stairs,188,Vertical,
Westchester,,,,UNH,01,1ST2B,Stairs,Stairs,190,Vertical,
Westchester,,,,UNH,01,1ST2C,Stairs,Stairs,196,Vertical,
Westchester,,,,UNH,01,1ST3,Stairs,Stairs,112,Vertical,
Westchester,,,,UNH,01,1ST5,Stairs,Stairs,117,Vertical,
Westchester,,,,UNH,01,1STG3,Stairs,Stairs,149,Vertical,
Westchester,,,,UNH,01,AAPOD,Common Space, ATRIUM,6080,Common,
Westchester,,,,UNH,01,ABPOD,Common Space, ATRIUM,10787,Common,
Westchester,,,,UNH,01,ACPOD,Common Space, ATRIUM,10380,Common,
Westchester,,,,UNH,01,ADPOD,Common Space, ATRIUM,10512,Common,
Westchester,Presidents_Division,CC_11001,Office of the President,UNH,02,2000,Open Office,CJC Nuns,394,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,02,2001,Classroom, Classroom,733,Assignable,
Westchester,Enrollment_Management_Hierarchy,CC_21009,EM - Office of the Registrar,UNH,02,2002,Classroom, Classroom,768,Assignable,
Westchester,Vice_Provost_of_Academic_Affairs,CC_11002,Office of the Provost,UNH,02,2003,Conference Room,Conference Room,372,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2100,Lobby,Reception,432,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2101,Office,OFFICE,529,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2102,Office,OFFICE,184,Assignable,
Westchester,SOE,CC_80007,SOE Public Charter Teacher Prep,UNH,02,2103,Office,OFFICE,205,Assignable,
Westchester,SOE,CC_80007,SOE Public Charter Teacher Prep,UNH,02,2104,Office,OFFICE,200,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2105,Office,OFFICE,190,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2107,Office,OFFICE,198,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2109,Copy Room,COPY,148,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2111,Office,OFFICE,125,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2113,Office,OFFICE,125,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2115,Office,OFFICE,125,Assignable,
Westchester,Presidents_Division,CC_11003,"Office of Diversity, Equity and Inclusion (ODEI)",UNH,02,2117,Office,,115,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2118,Office,,127,Assignable,
Westchester,SOE,CC_80007,SOE Public Charter Teacher Prep,UNH,02,2119,Office,,120,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2120,Conference Room,,476,Assignable,
Westchester,SOE,CC_80001,SOE Administration,UNH,02,2121,Office,,120,Assignable,
Westchester,SOE,CC_80002,SOE  Student Services,UNH,02,2122,Office,,125,Assignable,
